database	pathway_id	pathway_name	frozen_tier_class	Tier1_BH	Tier1_BY	retained_under_BY	lost_under_BY
GO_BP	GO:0062013	positive regulation of small molecule metabolic process	Neither	NO	NO	NA	NO
GO_BP	GO:0062014	negative regulation of small molecule metabolic process	Neither	NO	NO	NA	NO
GO_BP	GO:0062028	regulation of cytoplasmic stress granule assembly	Neither	NO	NO	NA	NO
GO_BP	GO:0062042	regulation of cardiac epithelial to mesenchymal transition	Neither	NO	NO	NA	NO
GO_BP	GO:0062098	regulation of programmed necrotic cell death	Neither	NO	NO	NA	NO
GO_BP	GO:0062099	negative regulation of programmed necrotic cell death	Neither	NO	NO	NA	NO
GO_BP	GO:0062111	zinc ion import into organelle	Neither	NO	NO	NA	NO
GO_BP	GO:0062125	regulation of mitochondrial gene expression	Neither	NO	NO	NA	NO
GO_BP	GO:0062176	R-loop processing	Neither	NO	NO	NA	NO
GO_BP	GO:0062197	cellular response to chemical stress	Neither	NO	NO	NA	NO
GO_BP	GO:0062207	regulation of pattern recognition receptor signaling pathway	Neither	NO	NO	NA	NO
GO_BP	GO:0062208	positive regulation of pattern recognition receptor signaling pathway	Neither	NO	NO	NA	NO
GO_BP	GO:0062237	protein localization to postsynapse	Neither	NO	NO	NA	NO
GO_BP	GO:0065002	intracellular protein transmembrane transport	Neither	NO	NO	NA	NO
GO_BP	GO:0065004	protein-DNA complex assembly	Neither	NO	NO	NA	NO
GO_BP	GO:0065005	protein-lipid complex assembly	Neither	NO	NO	NA	NO
GO_BP	GO:0070050	neuron cellular homeostasis	Neither	NO	NO	NA	NO
GO_BP	GO:0070059	intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress	Neither	NO	NO	NA	NO
GO_BP	GO:0070070	proton-transporting V-type ATPase complex assembly	Neither	NO	NO	NA	NO
GO_BP	GO:0070071	proton-transporting two-sector ATPase complex assembly	Neither	NO	NO	NA	NO
GO_BP	GO:0070098	chemokine-mediated signaling pathway	Neither	NO	NO	NA	NO
GO_BP	GO:0070099	regulation of chemokine-mediated signaling pathway	Neither	NO	NO	NA	NO
GO_BP	GO:0070102	interleukin-6-mediated signaling pathway	Neither	NO	NO	NA	NO
GO_BP	GO:0070106	interleukin-27-mediated signaling pathway	Neither	NO	NO	NA	NO
GO_BP	GO:0070129	regulation of mitochondrial translation	Neither	NO	NO	NA	NO
GO_BP	GO:0070131	positive regulation of mitochondrial translation	Neither	NO	NO	NA	NO
GO_BP	GO:0070141	response to UV-A	Neither	NO	NO	NA	NO
GO_BP	GO:0070142	synaptic vesicle budding	Neither	NO	NO	NA	NO
GO_BP	GO:0070167	regulation of biomineral tissue development	Neither	NO	NO	NA	NO
GO_BP	GO:0070168	negative regulation of biomineral tissue development	Neither	NO	NO	NA	NO
GO_BP	GO:0070169	positive regulation of biomineral tissue development	Neither	NO	NO	NA	NO
GO_BP	GO:0070170	regulation of tooth mineralization	Neither	NO	NO	NA	NO
GO_BP	GO:0070192	chromosome organization involved in meiotic cell cycle	Neither	NO	NO	NA	NO
GO_BP	GO:0070193	synaptonemal complex organization	Neither	NO	NO	NA	NO
GO_BP	GO:0070198	protein localization to chromosome, telomeric region	Neither	NO	NO	NA	NO
GO_BP	GO:0070199	establishment of protein localization to chromosome	Firth_only	NO	NO	NA	NO
GO_BP	GO:0070201	regulation of establishment of protein localization	Neither	NO	NO	NA	NO
GO_BP	GO:0070206	protein trimerization	Neither	NO	NO	NA	NO
GO_BP	GO:0070207	protein homotrimerization	Neither	NO	NO	NA	NO
GO_BP	GO:0070213	protein auto-ADP-ribosylation	Neither	NO	NO	NA	NO
GO_BP	GO:0070227	lymphocyte apoptotic process	Neither	NO	NO	NA	NO
GO_BP	GO:0070228	regulation of lymphocyte apoptotic process	Neither	NO	NO	NA	NO
GO_BP	GO:0070229	negative regulation of lymphocyte apoptotic process	Neither	NO	NO	NA	NO
GO_BP	GO:0070230	positive regulation of lymphocyte apoptotic process	Neither	NO	NO	NA	NO
GO_BP	GO:0070232	regulation of T cell apoptotic process	Neither	NO	NO	NA	NO
GO_BP	GO:0070233	negative regulation of T cell apoptotic process	Neither	NO	NO	NA	NO
GO_BP	GO:0070234	positive regulation of T cell apoptotic process	Neither	NO	NO	NA	NO
GO_BP	GO:0070252	actin-mediated cell contraction	Neither	NO	NO	NA	NO
GO_BP	GO:0070266	necroptotic process	Neither	NO	NO	NA	NO
GO_BP	GO:0070268	cornification	Neither	NO	NO	NA	NO
GO_BP	GO:0070269	pyroptotic inflammatory response	Neither	NO	NO	NA	NO
GO_BP	GO:0070286	axonemal dynein complex assembly	Neither	NO	NO	NA	NO
GO_BP	GO:0070293	renal absorption	Neither	NO	NO	NA	NO
GO_BP	GO:0070294	renal sodium ion absorption	Neither	NO	NO	NA	NO
GO_BP	GO:0070296	sarcoplasmic reticulum calcium ion transport	Neither	NO	NO	NA	NO
GO_BP	GO:0070301	cellular response to hydrogen peroxide	Neither	NO	NO	NA	NO
GO_BP	GO:0070302	regulation of stress-activated protein kinase signaling cascade	Neither	NO	NO	NA	NO
GO_BP	GO:0070304	positive regulation of stress-activated protein kinase signaling cascade	Neither	NO	NO	NA	NO
GO_BP	GO:0070306	lens fiber cell differentiation	Neither	NO	NO	NA	NO
GO_BP	GO:0070307	lens fiber cell development	Neither	NO	NO	NA	NO
GO_BP	GO:0070314	G1 to G0 transition	Neither	NO	NO	NA	NO
GO_BP	GO:0070316	regulation of G0 to G1 transition	Neither	NO	NO	NA	NO
GO_BP	GO:0070327	thyroid hormone transport	Neither	NO	NO	NA	NO
GO_BP	GO:0070328	triglyceride homeostasis	Neither	NO	NO	NA	NO
GO_BP	GO:0070344	regulation of fat cell proliferation	Neither	NO	NO	NA	NO
GO_BP	GO:0070365	hepatocyte differentiation	Neither	NO	NO	NA	NO
GO_BP	GO:0070371	ERK1 and ERK2 cascade	Neither	NO	NO	NA	NO
GO_BP	GO:0070372	regulation of ERK1 and ERK2 cascade	Neither	NO	NO	NA	NO
GO_BP	GO:0070373	negative regulation of ERK1 and ERK2 cascade	Neither	NO	NO	NA	NO
GO_BP	GO:0070374	positive regulation of ERK1 and ERK2 cascade	Neither	NO	NO	NA	NO
GO_BP	GO:0070417	cellular response to cold	Neither	NO	NO	NA	NO
GO_BP	GO:0070424	regulation of nucleotide-binding domain, leucine rich repeat containing receptor signaling pathway	Firth_only	NO	NO	NA	NO
GO_BP	GO:0070472	regulation of uterine smooth muscle contraction	Neither	NO	NO	NA	NO
GO_BP	GO:0070482	response to oxygen levels	Neither	NO	NO	NA	NO
GO_BP	GO:0070486	leukocyte aggregation	Neither	NO	NO	NA	NO
GO_BP	GO:0070493	thrombin-activated receptor signaling pathway	Neither	NO	NO	NA	NO
GO_BP	GO:0070498	interleukin-1-mediated signaling pathway	Neither	NO	NO	NA	NO
GO_BP	GO:0070507	regulation of microtubule cytoskeleton organization	Neither	NO	NO	NA	NO
GO_BP	GO:0070509	calcium ion import	Neither	NO	NO	NA	NO
GO_BP	GO:0070527	platelet aggregation	Firth_only	NO	NO	NA	NO
GO_BP	GO:0070534	protein K63-linked ubiquitination	Neither	NO	NO	NA	NO
GO_BP	GO:0070536	protein K63-linked deubiquitination	Neither	NO	NO	NA	NO
GO_BP	GO:0070542	response to fatty acid	Neither	NO	NO	NA	NO
GO_BP	GO:0070555	response to interleukin-1	Neither	NO	NO	NA	NO
GO_BP	GO:0070570	regulation of neuron projection regeneration	Neither	NO	NO	NA	NO
GO_BP	GO:0070571	negative regulation of neuron projection regeneration	Neither	NO	NO	NA	NO
GO_BP	GO:0070585	protein localization to mitochondrion	Neither	NO	NO	NA	NO
GO_BP	GO:0070588	calcium ion transmembrane transport	Neither	NO	NO	NA	NO
GO_BP	GO:0070593	dendrite self-avoidance	Neither	NO	NO	NA	NO
GO_BP	GO:0070613	regulation of protein processing	Neither	NO	NO	NA	NO
GO_BP	GO:0070633	transepithelial transport	Neither	NO	NO	NA	NO
GO_BP	GO:0070646	protein modification by small protein removal	Neither	NO	NO	NA	NO
GO_BP	GO:0070661	leukocyte proliferation	Firth_only	NO	NO	NA	NO
GO_BP	GO:0070663	regulation of leukocyte proliferation	Neither	NO	NO	NA	NO
GO_BP	GO:0070664	negative regulation of leukocyte proliferation	Neither	NO	NO	NA	NO
GO_BP	GO:0070665	positive regulation of leukocyte proliferation	Neither	NO	NO	NA	NO
GO_BP	GO:0070670	response to interleukin-4	Neither	NO	NO	NA	NO
GO_BP	GO:0070671	response to interleukin-12	Neither	NO	NO	NA	NO
GO_BP	GO:0070672	response to interleukin-15	Neither	NO	NO	NA	NO
GO_BP	GO:0070723	response to cholesterol	Neither	NO	NO	NA	NO
GO_BP	GO:0070729	cyclic nucleotide transport	Neither	NO	NO	NA	NO
GO_BP	GO:0070741	response to interleukin-6	Neither	NO	NO	NA	NO
GO_BP	GO:0070778	L-aspartate transmembrane transport	Neither	NO	NO	NA	NO
GO_BP	GO:0070828	heterochromatin organization	Neither	NO	NO	NA	NO
GO_BP	GO:0070830	bicellular tight junction assembly	Neither	NO	NO	NA	NO
GO_BP	GO:0070837	dehydroascorbic acid transport	Neither	NO	NO	NA	NO
GO_BP	GO:0070848	response to growth factor	Neither	NO	NO	NA	NO
GO_BP	GO:0070849	response to epidermal growth factor	Neither	NO	NO	NA	NO
GO_BP	GO:0070857	regulation of bile acid biosynthetic process	Neither	NO	NO	NA	NO
GO_BP	GO:0070873	regulation of glycogen metabolic process	Neither	NO	NO	NA	NO
GO_BP	GO:0070875	positive regulation of glycogen metabolic process	Neither	NO	NO	NA	NO
GO_BP	GO:0070884	regulation of calcineurin-NFAT signaling cascade	Neither	NO	NO	NA	NO
GO_BP	GO:0070885	negative regulation of calcineurin-NFAT signaling cascade	Neither	NO	NO	NA	NO
GO_BP	GO:0070886	positive regulation of calcineurin-NFAT signaling cascade	Neither	NO	NO	NA	NO
GO_BP	GO:0070897	transcription preinitiation complex assembly	Neither	NO	NO	NA	NO
GO_BP	GO:0070900	mitochondrial tRNA modification	Neither	NO	NO	NA	NO
GO_BP	GO:0070914	UV-damage excision repair	Neither	NO	NO	NA	NO
GO_BP	GO:0070918	regulatory ncRNA processing	Neither	NO	NO	NA	NO
GO_BP	GO:0070920	regulation of regulatory ncRNA processing	Neither	NO	NO	NA	NO
GO_BP	GO:0070922	RISC complex assembly	Neither	NO	NO	NA	NO
GO_BP	GO:0070934	CRD-mediated mRNA stabilization	Neither	NO	NO	NA	NO
GO_BP	GO:0070935	3'-UTR-mediated mRNA stabilization	Neither	NO	NO	NA	NO
GO_BP	GO:0070936	protein K48-linked ubiquitination	Neither	NO	NO	NA	NO
GO_BP	GO:0070972	protein localization to endoplasmic reticulum	Neither	NO	NO	NA	NO
GO_BP	GO:0070977	bone maturation	Neither	NO	NO	NA	NO
GO_BP	GO:0070979	protein K11-linked ubiquitination	Neither	NO	NO	NA	NO
GO_BP	GO:0070988	demethylation	Neither	NO	NO	NA	NO
GO_BP	GO:0070989	oxidative demethylation	Neither	NO	NO	NA	NO
GO_BP	GO:0071025	RNA surveillance	Neither	NO	NO	NA	NO
GO_BP	GO:0071027	nuclear RNA surveillance	Neither	NO	NO	NA	NO
GO_BP	GO:0071028	nuclear mRNA surveillance	Neither	NO	NO	NA	NO
GO_BP	GO:0071044	histone mRNA catabolic process	Neither	NO	NO	NA	NO
GO_BP	GO:0071045	nuclear histone mRNA catabolic process	Neither	NO	NO	NA	NO
GO_BP	GO:0071071	regulation of phospholipid biosynthetic process	Neither	NO	NO	NA	NO
GO_BP	GO:0071073	positive regulation of phospholipid biosynthetic process	Neither	NO	NO	NA	NO
GO_BP	GO:0071103	DNA conformation change	Neither	NO	NO	NA	NO
GO_BP	GO:0071107	response to parathyroid hormone	Neither	NO	NO	NA	NO
GO_BP	GO:0071108	protein K48-linked deubiquitination	Neither	NO	NO	NA	NO
GO_BP	GO:0071168	protein localization to chromatin	Neither	NO	NO	NA	NO
GO_BP	GO:0071169	establishment of protein localization to chromatin	Neither	NO	NO	NA	NO
GO_BP	GO:0071173	spindle assembly checkpoint signaling	Neither	NO	NO	NA	NO
GO_BP	GO:0071174	mitotic spindle checkpoint signaling	Neither	NO	NO	NA	NO
GO_BP	GO:0071214	cellular response to abiotic stimulus	Neither	NO	NO	NA	NO
GO_BP	GO:0071216	cellular response to biotic stimulus	Neither	NO	NO	NA	NO
GO_BP	GO:0071218	cellular response to misfolded protein	Neither	NO	NO	NA	NO
GO_BP	GO:0071219	cellular response to molecule of bacterial origin	Neither	NO	NO	NA	NO
GO_BP	GO:0071222	cellular response to lipopolysaccharide	Neither	NO	NO	NA	NO
GO_BP	GO:0071225	cellular response to muramyl dipeptide	Neither	NO	NO	NA	NO
GO_BP	GO:0071229	cellular response to acid chemical	Neither	NO	NO	NA	NO
GO_BP	GO:0071230	cellular response to amino acid stimulus	Neither	NO	NO	NA	NO
GO_BP	GO:0071233	cellular response to L-leucine	Neither	NO	NO	NA	NO
GO_BP	GO:0071243	cellular response to arsenic-containing substance	Neither	NO	NO	NA	NO
GO_BP	GO:0071248	cellular response to metal ion	Neither	NO	NO	NA	NO
GO_BP	GO:0071260	cellular response to mechanical stimulus	Neither	NO	NO	NA	NO
GO_BP	GO:0071276	cellular response to cadmium ion	Neither	NO	NO	NA	NO
GO_BP	GO:0071277	cellular response to calcium ion	Neither	NO	NO	NA	NO
GO_BP	GO:0071280	cellular response to copper ion	Neither	NO	NO	NA	NO
GO_BP	GO:0071287	cellular response to manganese ion	Neither	NO	NO	NA	NO
GO_BP	GO:0071294	cellular response to zinc ion	Neither	NO	NO	NA	NO
GO_BP	GO:0071295	cellular response to vitamin	Neither	NO	NO	NA	NO
GO_BP	GO:0071300	cellular response to retinoic acid	Neither	NO	NO	NA	NO
GO_BP	GO:0071305	cellular response to vitamin D	Neither	NO	NO	NA	NO
GO_BP	GO:0071312	cellular response to alkaloid	Neither	NO	NO	NA	NO
GO_BP	GO:0071318	cellular response to ATP	Firth_only	NO	NO	NA	NO
GO_BP	GO:0071320	cellular response to cAMP	Neither	NO	NO	NA	NO
GO_BP	GO:0071322	cellular response to carbohydrate stimulus	Neither	NO	NO	NA	NO
GO_BP	GO:0071326	cellular response to monosaccharide stimulus	Neither	NO	NO	NA	NO
GO_BP	GO:0071331	cellular response to hexose stimulus	Neither	NO	NO	NA	NO
GO_BP	GO:0071333	cellular response to glucose stimulus	Neither	NO	NO	NA	NO
GO_BP	GO:0071346	cellular response to type II interferon	Neither	NO	NO	NA	NO
GO_BP	GO:0071347	cellular response to interleukin-1	Neither	NO	NO	NA	NO
GO_BP	GO:0071349	cellular response to interleukin-12	Neither	NO	NO	NA	NO
GO_BP	GO:0071350	cellular response to interleukin-15	Neither	NO	NO	NA	NO
GO_BP	GO:0071353	cellular response to interleukin-4	Neither	NO	NO	NA	NO
GO_BP	GO:0071354	cellular response to interleukin-6	Neither	NO	NO	NA	NO
GO_BP	GO:0071356	cellular response to tumor necrosis factor	Neither	NO	NO	NA	NO
GO_BP	GO:0071357	cellular response to type I interferon	Neither	NO	NO	NA	NO
GO_BP	GO:0071359	cellular response to dsRNA	Neither	NO	NO	NA	NO
GO_BP	GO:0071360	cellular response to exogenous dsRNA	Neither	NO	NO	NA	NO
GO_BP	GO:0071361	cellular response to ethanol	Neither	NO	NO	NA	NO
GO_BP	GO:0071362	cellular response to ether	Neither	NO	NO	NA	NO
GO_BP	GO:0071363	cellular response to growth factor stimulus	Neither	NO	NO	NA	NO
GO_BP	GO:0071364	cellular response to epidermal growth factor stimulus	Neither	NO	NO	NA	NO
GO_BP	GO:0071371	cellular response to gonadotropin stimulus	Neither	NO	NO	NA	NO
GO_BP	GO:0071375	cellular response to peptide hormone stimulus	Neither	NO	NO	NA	NO
GO_BP	GO:0071377	cellular response to glucagon stimulus	Neither	NO	NO	NA	NO
GO_BP	GO:0071378	cellular response to growth hormone stimulus	Neither	NO	NO	NA	NO
GO_BP	GO:0071379	cellular response to prostaglandin stimulus	Neither	NO	NO	NA	NO
GO_BP	GO:0071380	cellular response to prostaglandin E stimulus	Neither	NO	NO	NA	NO
GO_BP	GO:0071383	cellular response to steroid hormone stimulus	Neither	NO	NO	NA	NO
GO_BP	GO:0071384	cellular response to corticosteroid stimulus	Neither	NO	NO	NA	NO
GO_BP	GO:0071385	cellular response to glucocorticoid stimulus	Neither	NO	NO	NA	NO
GO_BP	GO:0071391	cellular response to estrogen stimulus	Neither	NO	NO	NA	NO
GO_BP	GO:0071392	cellular response to estradiol stimulus	Neither	NO	NO	NA	NO
GO_BP	GO:0071397	cellular response to cholesterol	Neither	NO	NO	NA	NO
GO_BP	GO:0071398	cellular response to fatty acid	Neither	NO	NO	NA	NO
GO_BP	GO:0071402	cellular response to lipoprotein particle stimulus	Neither	NO	NO	NA	NO
GO_BP	GO:0071404	cellular response to low-density lipoprotein particle stimulus	Neither	NO	NO	NA	NO
GO_BP	GO:0071415	cellular response to purine-containing compound	Neither	NO	NO	NA	NO
GO_BP	GO:0071421	manganese ion transmembrane transport	Neither	NO	NO	NA	NO
GO_BP	GO:0071425	hematopoietic stem cell proliferation	Neither	NO	NO	NA	NO
GO_BP	GO:0071450	cellular response to oxygen radical	Neither	NO	NO	NA	NO
GO_BP	GO:0071451	cellular response to superoxide	Neither	NO	NO	NA	NO
GO_BP	GO:0071453	cellular response to oxygen levels	Neither	NO	NO	NA	NO
GO_BP	GO:0071456	cellular response to hypoxia	Neither	NO	NO	NA	NO
GO_BP	GO:0071459	protein localization to chromosome, centromeric region	Neither	NO	NO	NA	NO
GO_BP	GO:0071466	cellular response to xenobiotic stimulus	Neither	NO	NO	NA	NO
GO_BP	GO:0071467	cellular response to pH	Neither	NO	NO	NA	NO
GO_BP	GO:0071468	cellular response to acidic pH	Neither	NO	NO	NA	NO
GO_BP	GO:0071470	cellular response to osmotic stress	Neither	NO	NO	NA	NO
GO_BP	GO:0071474	cellular hyperosmotic response	Neither	NO	NO	NA	NO
GO_BP	GO:0071476	cellular hypotonic response	Neither	NO	NO	NA	NO
GO_BP	GO:0071478	cellular response to radiation	Neither	NO	NO	NA	NO
GO_BP	GO:0071479	cellular response to ionizing radiation	Neither	NO	NO	NA	NO
GO_BP	GO:0071480	cellular response to gamma radiation	Neither	NO	NO	NA	NO
GO_BP	GO:0071482	cellular response to light stimulus	Neither	NO	NO	NA	NO
GO_BP	GO:0071492	cellular response to UV-A	Neither	NO	NO	NA	NO
GO_BP	GO:0071493	cellular response to UV-B	Neither	NO	NO	NA	NO
GO_BP	GO:0071496	cellular response to external stimulus	Neither	NO	NO	NA	NO
GO_BP	GO:0071498	cellular response to fluid shear stress	Neither	NO	NO	NA	NO
GO_BP	GO:0071499	cellular response to laminar fluid shear stress	Neither	NO	NO	NA	NO
GO_BP	GO:0071514	genomic imprinting	Neither	NO	NO	NA	NO
GO_BP	GO:0071526	semaphorin-plexin signaling pathway	Neither	NO	NO	NA	NO
GO_BP	GO:0071539	protein localization to centrosome	Neither	NO	NO	NA	NO
GO_BP	GO:0071542	dopaminergic neuron differentiation	Neither	NO	NO	NA	NO
GO_BP	GO:0071548	response to dexamethasone	Neither	NO	NO	NA	NO
GO_BP	GO:0071549	cellular response to dexamethasone stimulus	Neither	NO	NO	NA	NO
GO_BP	GO:0071559	response to transforming growth factor beta	Neither	NO	NO	NA	NO
GO_BP	GO:0071560	cellular response to transforming growth factor beta stimulus	Neither	NO	NO	NA	NO
GO_BP	GO:0071577	zinc ion transmembrane transport	Neither	NO	NO	NA	NO
GO_BP	GO:0071578	zinc ion import across plasma membrane	Neither	NO	NO	NA	NO
GO_BP	GO:0071604	transforming growth factor beta production	Neither	NO	NO	NA	NO
GO_BP	GO:0071616	acyl-CoA biosynthetic process	Neither	NO	NO	NA	NO
GO_BP	GO:0071621	granulocyte chemotaxis	Neither	NO	NO	NA	NO
GO_BP	GO:0071622	regulation of granulocyte chemotaxis	Neither	NO	NO	NA	NO
GO_BP	GO:0071624	positive regulation of granulocyte chemotaxis	Neither	NO	NO	NA	NO
GO_BP	GO:0071625	vocalization behavior	Neither	NO	NO	NA	NO
GO_BP	GO:0071634	regulation of transforming growth factor beta production	Neither	NO	NO	NA	NO
GO_BP	GO:0071635	negative regulation of transforming growth factor beta production	Neither	NO	NO	NA	NO
GO_BP	GO:0071636	positive regulation of transforming growth factor beta production	Neither	NO	NO	NA	NO
GO_BP	GO:0071637	regulation of monocyte chemotactic protein-1 production	Neither	NO	NO	NA	NO
GO_BP	GO:0071639	positive regulation of monocyte chemotactic protein-1 production	Neither	NO	NO	NA	NO
GO_BP	GO:0071649	regulation of chemokine (C-C motif) ligand 5 production	Neither	NO	NO	NA	NO
GO_BP	GO:0071674	mononuclear cell migration	Neither	NO	NO	NA	NO
GO_BP	GO:0071675	regulation of mononuclear cell migration	Neither	NO	NO	NA	NO
GO_BP	GO:0071676	negative regulation of mononuclear cell migration	Neither	NO	NO	NA	NO
GO_BP	GO:0071677	positive regulation of mononuclear cell migration	Neither	NO	NO	NA	NO
GO_BP	GO:0071679	commissural neuron axon guidance	Neither	NO	NO	NA	NO
GO_BP	GO:0071692	protein localization to extracellular region	Neither	NO	NO	NA	NO
GO_BP	GO:0071695	anatomical structure maturation	Neither	NO	NO	NA	NO
GO_BP	GO:0071705	nitrogen compound transport	Neither	NO	NO	NA	NO
GO_BP	GO:0071709	membrane assembly	Neither	NO	NO	NA	NO
GO_BP	GO:0071711	basement membrane organization	Neither	NO	NO	NA	NO
GO_BP	GO:0071715	icosanoid transport	Neither	NO	NO	NA	NO
GO_BP	GO:0071731	response to nitric oxide	Neither	NO	NO	NA	NO
GO_BP	GO:0071732	cellular response to nitric oxide	Neither	NO	NO	NA	NO
GO_BP	GO:0071763	nuclear membrane organization	Neither	NO	NO	NA	NO
GO_BP	GO:0071772	response to BMP	Neither	NO	NO	NA	NO
GO_BP	GO:0071773	cellular response to BMP stimulus	Neither	NO	NO	NA	NO
GO_BP	GO:0071774	response to fibroblast growth factor	Neither	NO	NO	NA	NO
GO_BP	GO:0071786	endoplasmic reticulum tubular network organization	Neither	NO	NO	NA	NO
GO_BP	GO:0071805	potassium ion transmembrane transport	Neither	NO	NO	NA	NO
GO_BP	GO:0071806	protein transmembrane transport	Neither	NO	NO	NA	NO
GO_BP	GO:0071816	tail-anchored membrane protein insertion into ER membrane	Neither	NO	NO	NA	NO
GO_BP	GO:0071824	protein-DNA complex organization	Neither	NO	NO	NA	NO
GO_BP	GO:0071825	protein-lipid complex organization	Neither	NO	NO	NA	NO
GO_BP	GO:0071826	protein-RNA complex organization	Neither	NO	NO	NA	NO
GO_BP	GO:0071827	plasma lipoprotein particle organization	Neither	NO	NO	NA	NO
GO_BP	GO:0071867	response to monoamine	Neither	NO	NO	NA	NO
GO_BP	GO:0071868	cellular response to monoamine stimulus	Neither	NO	NO	NA	NO
GO_BP	GO:0071869	response to catecholamine	Neither	NO	NO	NA	NO
GO_BP	GO:0071870	cellular response to catecholamine stimulus	Neither	NO	NO	NA	NO
GO_BP	GO:0071871	response to epinephrine	Neither	NO	NO	NA	NO
GO_BP	GO:0071872	cellular response to epinephrine stimulus	Neither	NO	NO	NA	NO
GO_BP	GO:0071875	adrenergic receptor signaling pathway	Neither	NO	NO	NA	NO
GO_BP	GO:0071880	adenylate cyclase-activating adrenergic receptor signaling pathway	Neither	NO	NO	NA	NO
GO_BP	GO:0071887	leukocyte apoptotic process	Neither	NO	NO	NA	NO
GO_BP	GO:0071897	DNA biosynthetic process	Neither	NO	NO	NA	NO
GO_BP	GO:0071900	regulation of protein serine/threonine kinase activity	Neither	NO	NO	NA	NO
GO_BP	GO:0071901	negative regulation of protein serine/threonine kinase activity	Neither	NO	NO	NA	NO
GO_BP	GO:0071902	positive regulation of protein serine/threonine kinase activity	Neither	NO	NO	NA	NO
GO_BP	GO:0071941	nitrogen cycle metabolic process	Neither	NO	NO	NA	NO
GO_BP	GO:0071985	multivesicular body sorting pathway	Neither	NO	NO	NA	NO
GO_BP	GO:0072001	renal system development	Neither	NO	NO	NA	NO
GO_BP	GO:0072006	nephron development	Neither	NO	NO	NA	NO
GO_BP	GO:0072009	nephron epithelium development	Neither	NO	NO	NA	NO
GO_BP	GO:0072010	glomerular epithelium development	Neither	NO	NO	NA	NO
GO_BP	GO:0072012	glomerulus vasculature development	Neither	NO	NO	NA	NO
GO_BP	GO:0072017	distal tubule development	Neither	NO	NO	NA	NO
GO_BP	GO:0072028	nephron morphogenesis	Neither	NO	NO	NA	NO
GO_BP	GO:0072044	collecting duct development	Neither	NO	NO	NA	NO
GO_BP	GO:0072070	loop of Henle development	Neither	NO	NO	NA	NO
GO_BP	GO:0072073	kidney epithelium development	Neither	NO	NO	NA	NO
GO_BP	GO:0072074	kidney mesenchyme development	Neither	NO	NO	NA	NO
GO_BP	GO:0072075	metanephric mesenchyme development	Neither	NO	NO	NA	NO
GO_BP	GO:0072078	nephron tubule morphogenesis	Neither	NO	NO	NA	NO
GO_BP	GO:0072079	nephron tubule formation	Neither	NO	NO	NA	NO
GO_BP	GO:0072080	nephron tubule development	Neither	NO	NO	NA	NO
GO_BP	GO:0072087	renal vesicle development	Neither	NO	NO	NA	NO
GO_BP	GO:0072088	nephron epithelium morphogenesis	Neither	NO	NO	NA	NO
GO_BP	GO:0072089	stem cell proliferation	Neither	NO	NO	NA	NO
GO_BP	GO:0072091	regulation of stem cell proliferation	Neither	NO	NO	NA	NO
GO_BP	GO:0072112	podocyte differentiation	Neither	NO	NO	NA	NO
GO_BP	GO:0072124	regulation of glomerular mesangial cell proliferation	Neither	NO	NO	NA	NO
GO_BP	GO:0072132	mesenchyme morphogenesis	Neither	NO	NO	NA	NO
GO_BP	GO:0072148	epithelial cell fate commitment	Neither	NO	NO	NA	NO
GO_BP	GO:0072163	mesonephric epithelium development	Neither	NO	NO	NA	NO
GO_BP	GO:0072164	mesonephric tubule development	Neither	NO	NO	NA	NO
GO_BP	GO:0072170	metanephric tubule development	Neither	NO	NO	NA	NO
GO_BP	GO:0072171	mesonephric tubule morphogenesis	Neither	NO	NO	NA	NO
GO_BP	GO:0072175	epithelial tube formation	Neither	NO	NO	NA	NO
GO_BP	GO:0072207	metanephric epithelium development	Neither	NO	NO	NA	NO
GO_BP	GO:0072210	metanephric nephron development	Neither	NO	NO	NA	NO
GO_BP	GO:0072224	metanephric glomerulus development	Neither	NO	NO	NA	NO
GO_BP	GO:0072234	metanephric nephron tubule development	Neither	NO	NO	NA	NO
GO_BP	GO:0072243	metanephric nephron epithelium development	Neither	NO	NO	NA	NO
GO_BP	GO:0072273	metanephric nephron morphogenesis	Neither	NO	NO	NA	NO
GO_BP	GO:0072311	glomerular epithelial cell differentiation	Neither	NO	NO	NA	NO
GO_BP	GO:0072329	monocarboxylic acid catabolic process	Neither	NO	NO	NA	NO
GO_BP	GO:0072330	monocarboxylic acid biosynthetic process	Neither	NO	NO	NA	NO
GO_BP	GO:0072331	signal transduction by p53 class mediator	Neither	NO	NO	NA	NO
GO_BP	GO:0072332	intrinsic apoptotic signaling pathway by p53 class mediator	Neither	NO	NO	NA	NO
GO_BP	GO:0072337	modified amino acid transport	Neither	NO	NO	NA	NO
GO_BP	GO:0072344	rescue of stalled cytosolic ribosome	Neither	NO	NO	NA	NO
GO_BP	GO:0072348	sulfur compound transport	Neither	NO	NO	NA	NO
GO_BP	GO:0072350	tricarboxylic acid metabolic process	Neither	NO	NO	NA	NO
GO_BP	GO:0072376	protein activation cascade	Neither	NO	NO	NA	NO
GO_BP	GO:0072378	blood coagulation, fibrin clot formation	Neither	NO	NO	NA	NO
GO_BP	GO:0072384	organelle transport along microtubule	Neither	NO	NO	NA	NO
GO_BP	GO:0072393	microtubule anchoring at microtubule organizing center	Neither	NO	NO	NA	NO
