stage	source	pathway_id	pathway_name	R	positive_n	positive_prop	interpretation
MDV3	GO_BP	GO:0043535	regulation of blood vessel endothelial cell migration	1000	2	0.002	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0043536	positive regulation of blood vessel endothelial cell migration	1000	4	0.004	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0043537	negative regulation of blood vessel endothelial cell migration	1000	4	0.004	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0043542	endothelial cell migration	1000	4	0.004	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0043543	protein acylation	1000	15	0.015	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0043547	positive regulation of GTPase activity	1000	9	0.009	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0043549	regulation of kinase activity	1000	4	0.004	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0043555	regulation of translation in response to stress	1000	8	0.008	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0043562	cellular response to nitrogen levels	1000	19	0.019	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0043567	regulation of insulin-like growth factor receptor signaling pathway	1000	21	0.021	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0043574	peroxisomal transport	1000	55	0.055	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0043576	regulation of respiratory gaseous exchange	1000	26	0.026	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0043583	ear development	1000	11	0.011	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0043584	nose development	1000	43	0.043	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0043586	tongue development	1000	45	0.045	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0043588	skin development	1000	12	0.012	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0043589	skin morphogenesis	1000	44	0.044	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0043616	keratinocyte proliferation	1000	42	0.042	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0043627	response to estrogen	1000	17	0.017	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0043647	inositol phosphate metabolic process	1000	14	0.014	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0043648	dicarboxylic acid metabolic process	1000	13	0.013	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0043649	dicarboxylic acid catabolic process	1000	41	0.041	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0043650	dicarboxylic acid biosynthetic process	1000	34	0.034	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0043651	linoleic acid metabolic process	1000	46	0.046	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0043653	mitochondrial fragmentation involved in apoptotic process	1000	3	0.003	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0043691	reverse cholesterol transport	1000	29	0.029	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0043903	regulation of biological process involved in symbiotic interaction	1000	16	0.016	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0043921	host-mediated perturbation of viral transcription	1000	8	0.008	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0043922	host-mediated suppression of viral transcription	1000	42	0.042	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0043923	host-mediated activation of viral transcription	1000	34	0.034	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0043931	ossification involved in bone maturation	1000	0	0.0	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0043954	cellular component maintenance	1000	6	0.006	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0044027	negative regulation of gene expression via chromosomal CpG island methylation	1000	25	0.025	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0044029	positive regulation of gene expression via chromosomal CpG island demethylation	1000	45	0.045	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0044042	glucan metabolic process	1000	3	0.003	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0044058	regulation of digestive system process	1000	22	0.022	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0044060	regulation of endocrine process	1000	6	0.006	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0044062	regulation of excretion	1000	27	0.027	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0044070	regulation of monoatomic anion transport	1000	43	0.043	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0044088	regulation of vacuole organization	1000	19	0.019	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0044089	positive regulation of cellular component biogenesis	1000	2	0.002	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0044090	positive regulation of vacuole organization	1000	12	0.012	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0044091	membrane biogenesis	1000	4	0.004	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0044092	negative regulation of molecular function	1000	2	0.002	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0044093	positive regulation of molecular function	1000	2	0.002	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0044241	lipid digestion	1000	42	0.042	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0044272	sulfur compound biosynthetic process	1000	17	0.017	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0044273	sulfur compound catabolic process	1000	30	0.03	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0044282	small molecule catabolic process	1000	1	0.001	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0044283	small molecule biosynthetic process	1000	13	0.013	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0044314	protein K27-linked ubiquitination	1000	3	0.003	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0044319	wound healing, spreading of cells	1000	5	0.005	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0044320	cellular response to leptin stimulus	1000	1	0.001	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0044321	response to leptin	1000	5	0.005	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0044331	cell-cell adhesion mediated by cadherin	1000	24	0.024	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0044344	cellular response to fibroblast growth factor stimulus	1000	6	0.006	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0044380	protein localization to cytoskeleton	1000	6	0.006	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0044403	biological process involved in symbiotic interaction	1000	9	0.009	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0044406	adhesion of symbiont to host	1000	44	0.044	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0044409	symbiont entry into host	1000	3	0.003	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0044458	motile cilium assembly	1000	14	0.014	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0044539	long-chain fatty acid import into cell	1000	44	0.044	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0044550	secondary metabolite biosynthetic process	1000	23	0.023	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0044571	[2Fe-2S] cluster assembly	1000	13	0.013	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0044598	doxorubicin metabolic process	1000	32	0.032	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0044650	adhesion of symbiont to host cell	1000	36	0.036	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0044703	multi-organism reproductive process	1000	2	0.002	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0044706	multi-multicellular organism process	1000	3	0.003	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0044725	epigenetic programming in the zygotic pronuclei	1000	2	0.002	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0044743	protein transmembrane import into intracellular organelle	1000	54	0.054	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0044770	cell cycle phase transition	1000	2	0.002	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0044772	mitotic cell cycle phase transition	1000	1	0.001	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0044773	mitotic DNA damage checkpoint signaling	1000	22	0.022	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0044774	mitotic DNA integrity checkpoint signaling	1000	18	0.018	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0044782	cilium organization	1000	12	0.012	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0044786	cell cycle DNA replication	1000	79	0.079	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0044788	host-mediated perturbation of viral process	1000	5	0.005	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0044790	suppression of viral release by host	1000	42	0.042	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0044793	host-mediated suppression of viral proces	1000	37	0.037	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0044794	host-mediated activation of viral process	1000	12	0.012	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0044804	nucleophagy	1000	50	0.05	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0044818	mitotic G2/M transition checkpoint	1000	28	0.028	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0044819	mitotic G1/S transition checkpoint signaling	1000	58	0.058	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0044827	host-mediated perturbation of viral genome replication	1000	33	0.033	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0044828	host-mediated suppression of viral genome replication	1000	10	0.01	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0044829	host-mediated activation of viral genome replication	1000	33	0.033	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0044839	cell cycle G2/M phase transition	1000	4	0.004	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0044843	cell cycle G1/S phase transition	1000	9	0.009	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0044849	estrous cycle	1000	46	0.046	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0044857	plasma membrane raft organization	1000	12	0.012	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0044872	lipoprotein localization	1000	13	0.013	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0045003	double-strand break repair via synthesis-dependent strand annealing	1000	51	0.051	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0045005	DNA-templated DNA replication maintenance of fidelity	1000	22	0.022	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0045006	DNA deamination	1000	14	0.014	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0045010	actin nucleation	1000	20	0.02	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0045017	glycerolipid biosynthetic process	1000	21	0.021	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0045019	negative regulation of nitric oxide biosynthetic process	1000	3	0.003	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0045022	early endosome to late endosome transport	1000	50	0.05	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0045039	protein insertion into mitochondrial inner membrane	1000	16	0.016	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0045040	protein insertion into mitochondrial outer membrane	1000	25	0.025	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0045047	protein targeting to ER	1000	49	0.049	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0045048	protein insertion into ER membrane	1000	23	0.023	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0045050	protein insertion into ER membrane by stop-transfer membrane-anchor sequence	1000	9	0.009	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0045055	regulated exocytosis	1000	4	0.004	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0045056	transcytosis	1000	7	0.007	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0045058	T cell selection	1000	5	0.005	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0045061	thymic T cell selection	1000	16	0.016	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0045063	T-helper 1 cell differentiation	1000	12	0.012	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0045069	regulation of viral genome replication	1000	11	0.011	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0045070	positive regulation of viral genome replication	1000	3	0.003	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0045071	negative regulation of viral genome replication	1000	2	0.002	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0045088	regulation of innate immune response	1000	0	0.0	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0045089	positive regulation of innate immune response	1000	0	0.0	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0045091	regulation of single stranded viral RNA replication via double stranded DNA intermediate	1000	32	0.032	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0045103	intermediate filament-based process	1000	10	0.01	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0045104	intermediate filament cytoskeleton organization	1000	10	0.01	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0045109	intermediate filament organization	1000	113	0.113	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0045116	protein neddylation	1000	13	0.013	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0045117	azole transmembrane transport	1000	6	0.006	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0045123	cellular extravasation	1000	1	0.001	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0045124	regulation of bone resorption	1000	4	0.004	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0045132	meiotic chromosome segregation	1000	25	0.025	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0045137	development of primary sexual characteristics	1000	1	0.001	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0045143	homologous chromosome segregation	1000	12	0.012	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0045161	neuronal ion channel clustering	1000	11	0.011	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0045165	cell fate commitment	1000	4	0.004	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0045176	apical protein localization	1000	62	0.062	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0045185	maintenance of protein location	1000	16	0.016	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0045187	regulation of circadian sleep/wake cycle, sleep	1000	2	0.002	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0045190	isotype switching	1000	34	0.034	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0045191	regulation of isotype switching	1000	2	0.002	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0045197	establishment or maintenance of epithelial cell apical/basal polarity	1000	13	0.013	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0045214	sarcomere organization	1000	1	0.001	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0045216	cell-cell junction organization	1000	13	0.013	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0045217	cell-cell junction maintenance	1000	57	0.057	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0045229	external encapsulating structure organization	1000	8	0.008	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0045292	mRNA cis splicing, via spliceosome	1000	32	0.032	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0045321	leukocyte activation	1000	2	0.002	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0045324	late endosome to vacuole transport	1000	4	0.004	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0045332	phospholipid translocation	1000	12	0.012	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0045333	cellular respiration	1000	3	0.003	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0045346	regulation of MHC class II biosynthetic process	1000	5	0.005	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0045348	positive regulation of MHC class II biosynthetic process	1000	4	0.004	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0045428	regulation of nitric oxide biosynthetic process	1000	4	0.004	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0045429	positive regulation of nitric oxide biosynthetic process	1000	2	0.002	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0045444	fat cell differentiation	1000	3	0.003	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0045445	myoblast differentiation	1000	8	0.008	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0045446	endothelial cell differentiation	1000	5	0.005	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0045453	bone resorption	1000	1	0.001	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0045454	cell redox homeostasis	1000	11	0.011	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0045471	response to ethanol	1000	1	0.001	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0045472	response to ether	1000	7	0.007	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0045475	locomotor rhythm	1000	33	0.033	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0045494	photoreceptor cell maintenance	1000	4	0.004	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0045540	regulation of cholesterol biosynthetic process	1000	4	0.004	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0045542	positive regulation of cholesterol biosynthetic process	1000	3	0.003	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0045576	mast cell activation	1000	7	0.007	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0045577	regulation of B cell differentiation	1000	5	0.005	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0045579	positive regulation of B cell differentiation	1000	7	0.007	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0045580	regulation of T cell differentiation	1000	4	0.004	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0045581	negative regulation of T cell differentiation	1000	6	0.006	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0045582	positive regulation of T cell differentiation	1000	3	0.003	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0045589	regulation of regulatory T cell differentiation	1000	11	0.011	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0045590	negative regulation of regulatory T cell differentiation	1000	9	0.009	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0045591	positive regulation of regulatory T cell differentiation	1000	2	0.002	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0045598	regulation of fat cell differentiation	1000	4	0.004	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0045599	negative regulation of fat cell differentiation	1000	7	0.007	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0045600	positive regulation of fat cell differentiation	1000	13	0.013	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0045601	regulation of endothelial cell differentiation	1000	8	0.008	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0045604	regulation of epidermal cell differentiation	1000	7	0.007	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0045605	negative regulation of epidermal cell differentiation	1000	24	0.024	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0045606	positive regulation of epidermal cell differentiation	1000	16	0.016	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0045616	regulation of keratinocyte differentiation	1000	6	0.006	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0045618	positive regulation of keratinocyte differentiation	1000	34	0.034	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0045619	regulation of lymphocyte differentiation	1000	2	0.002	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0045620	negative regulation of lymphocyte differentiation	1000	8	0.008	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0045621	positive regulation of lymphocyte differentiation	1000	5	0.005	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0045622	regulation of T-helper cell differentiation	1000	14	0.014	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0045623	negative regulation of T-helper cell differentiation	1000	10	0.01	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0045624	positive regulation of T-helper cell differentiation	1000	10	0.01	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0045637	regulation of myeloid cell differentiation	1000	1	0.001	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0045638	negative regulation of myeloid cell differentiation	1000	2	0.002	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0045639	positive regulation of myeloid cell differentiation	1000	6	0.006	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0045646	regulation of erythrocyte differentiation	1000	16	0.016	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0045648	positive regulation of erythrocyte differentiation	1000	9	0.009	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0045649	regulation of macrophage differentiation	1000	0	0.0	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0045651	positive regulation of macrophage differentiation	1000	0	0.0	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0045652	regulation of megakaryocyte differentiation	1000	21	0.021	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0045654	positive regulation of megakaryocyte differentiation	1000	22	0.022	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0045655	regulation of monocyte differentiation	1000	16	0.016	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0045657	positive regulation of monocyte differentiation	1000	30	0.03	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0045661	regulation of myoblast differentiation	1000	1	0.001	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0045662	negative regulation of myoblast differentiation	1000	3	0.003	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0045663	positive regulation of myoblast differentiation	1000	4	0.004	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0045664	regulation of neuron differentiation	1000	0	0.0	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0045665	negative regulation of neuron differentiation	1000	7	0.007	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0045666	positive regulation of neuron differentiation	1000	2	0.002	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0045667	regulation of osteoblast differentiation	1000	3	0.003	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0045668	negative regulation of osteoblast differentiation	1000	2	0.002	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0045669	positive regulation of osteoblast differentiation	1000	6	0.006	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0045670	regulation of osteoclast differentiation	1000	0	0.0	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0045671	negative regulation of osteoclast differentiation	1000	2	0.002	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0045672	positive regulation of osteoclast differentiation	1000	5	0.005	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0045682	regulation of epidermis development	1000	8	0.008	CONDITIONAL_SUPPORTIVE_MD3_ONLY
