source	pathway_id	pathway_name	pathway_size	raw26_n	raw26_pathway_n	nonraw26_pathway_n	beta_Firth	SE_Firth	logCI95L	logCI95U	OR_Firth	CI95L	CI95U	P_Firth	q_Firth	fit_status	converged	solver_attempt	solver_type	iterations	prob01_warning	warning	enriched_flag	depleted_flag
GO_BP	GO:0044029	positive regulation of gene expression via chromosomal CpG island demethylation	12	26	1	11	4.4420199173571	0.951300174068704	2.57750583769576	6.30653399701844	84.946353110149	13.16426336971	548.141791459243	3.02051511391096e-06	0.00137181728090123	PASS	TRUE	A_ASMEAN_RA05	AS_mean	40	FALSE	""	TRUE	FALSE
GO_BP	GO:0046651	lymphocyte proliferation	42	26	3	39	3.01901884075089	0.651936502293278	1.74124677604905	4.29679090545273	20.4711963238173	5.70445116395468	73.463663178728	3.64171169196048e-06	0.00152671759393728	PASS	TRUE	A_ASMEAN_RA05	AS_mean	38	FALSE	""	TRUE	FALSE
GO_BP	GO:0032943	mononuclear cell proliferation	43	26	3	40	2.98963187723551	0.649603853886056	1.71643171940042	4.2628320350706	19.8783634663847	5.56463681030675	71.0108040420193	4.17974145089915e-06	0.00162711363624288	PASS	TRUE	A_ASMEAN_RA05	AS_mean	39	FALSE	""	TRUE	FALSE
GO_BP	GO:0015820	L-leucine transport	11	26	1	10	4.48351201030886	0.977884749219269	2.56689312080811	6.40013089980961	88.5450985460442	13.0252934978288	601.923824429415	4.54185486324901e-06	0.00165020726698047	PASS	TRUE	A_ASMEAN_RA05	AS_mean	40	FALSE	""	TRUE	FALSE
GO_BP	GO:0034497	protein localization to phagophore assembly site	16	26	1	15	4.14849889461887	0.910819997238698	2.36332450363215	5.93367328560559	63.3388506116493	10.6262197012329	377.538777627508	5.24639394531345e-06	0.00178705293762239	PASS	TRUE	A_ASMEAN_RA05	AS_mean	40	FALSE	""	TRUE	FALSE
GO_BP	GO:0045321	leukocyte activation	493	26	9	484	2.0558806165328	0.457841114453351	1.15852852156255	2.95323271150305	7.81371573106888	3.18524280988978	19.1678177049448	7.10961964804343e-06	0.00227926041657863	PASS	TRUE	A_ASMEAN_RA05	AS_mean	39	FALSE	""	TRUE	FALSE
GO_BP	GO:0160257	complement activation, GZMK pathway	12	26	1	11	4.38016617806797	0.981066977391115	2.45731023595981	6.30302212017613	79.851301837657	11.6733706620307	546.220161234853	8.01823770950788e-06	0.00242774419537877	PASS	TRUE	A_ASMEAN_RA05	AS_mean	40	FALSE	""	TRUE	FALSE
GO_BP	GO:0006270	DNA replication initiation	27	26	1	26	3.96609277521694	0.893745300900435	2.21438417410018	5.71780137633371	52.7779122830933	9.1557690154359	304.235288184504	9.09633854817615e-06	0.00249630423898947	PASS	TRUE	A_ASMEAN_RA05	AS_mean	40	FALSE	""	TRUE	FALSE
GO_BP	GO:0015803	branched-chain amino acid transport	15	26	1	14	4.14876144116188	0.93522928914169	2.31574571715717	5.98177716516659	63.3554821911021	10.1324760633836	396.14375583599	9.16074950087878e-06	0.00249630423898947	PASS	TRUE	A_ASMEAN_RA05	AS_mean	40	FALSE	""	TRUE	FALSE
GO_BP	GO:0050856	regulation of T cell receptor signaling pathway	55	26	3	52	2.76742941391487	0.628748295862229	1.53510539868397	3.99975342914577	15.9176636487515	4.64181474533755	54.5846893802219	1.07509963138963e-05	0.00270850440400933	PASS	TRUE	A_ASMEAN_RA05	AS_mean	40	FALSE	""	TRUE	FALSE
GO_BP	GO:0046037	GMP metabolic process	29	26	2	27	3.20387574984792	0.72851140768727	1.77601962845429	4.63173187124154	24.6277966424922	5.9063002989872	102.691759097985	1.09334122730652e-05	0.00270850440400933	PASS	TRUE	A_ASMEAN_RA05	AS_mean	40	FALSE	""	TRUE	FALSE
GO_BP	GO:0009113	purine nucleobase biosynthetic process	10	26	1	9	4.21923659587033	0.964648608699912	2.32856006508183	6.10991312665883	67.9815670659901	10.2631526162373	450.299594438075	1.22069472544532e-05	0.00289251576246825	PASS	TRUE	A_ASMEAN_RA05	AS_mean	40	FALSE	""	TRUE	FALSE
GO_BP	GO:0031452	negative regulation of heterochromatin formation	10	26	1	9	4.1327374989992	0.96472489953434	2.24191144092287	6.02356355707553	62.3483681268969	9.41130325597388	413.047895956339	1.83686142855262e-05	0.0040043579142447	PASS	TRUE	A_ASMEAN_RA05	AS_mean	40	FALSE	""	TRUE	FALSE
GO_BP	GO:0120262	negative regulation of heterochromatin organization	10	26	1	9	4.1327374989992	0.96472489953434	2.24191144092287	6.02356355707553	62.3483681268969	9.41130325597388	413.047895956339	1.83686142855262e-05	0.0040043579142447	PASS	TRUE	A_ASMEAN_RA05	AS_mean	40	FALSE	""	TRUE	FALSE
